"brand_id","brand_name","brand_generic","brand_manufacturer","brand_use"
"","Salocin","[Sparfloxacin]","Kemiko Pharmaceuticals ",""
"","Saplox","[Sparfloxacin]","Edruc ",""
"","Spacin","[Sparfloxacin]","Novartis",""
"","Spalocin","[Sparfloxacin]","Pacific Pharmaceuticals ",""
"","Spalox","[Sparfloxacin]","Edruc ",""
"","Spar","[Sparfloxacin]","Globe Pharmaceuticals ",""
"","Sparcin","[Sparfloxacin]","Chemist Laboratories ",""
"","Spardon","[Sparfloxacin]","Apollo Pharmaceutical Laboratories ",""
"","Sparflox","[Sparfloxacin]","Alco Pharma ",""
"","Sparfloxin","[Sparfloxacin]","Desh Pharmaceuticals ",""
"","Spark","[Sparfloxacin]","Navana Pharmaceuticals ",""
"","Sparlin","[Sparfloxacin]","Beximco Pharmaceuticals ",""
"","Sparoxen","[Sparfloxacin]","Drug International Ltd.",""
"","Tinobac","[Spectinomycin]","Incepta Pharmaceuticals ",""
"","Rovamycin","[Spiramycine]","Sanofi Aventis",""
"","Aldactone","[Spironolactone]","Healthcare Pharmaceuticals ",""
"","Inospiron","[Spironolactone]","Incepta Pharmaceuticals ",""
"","Spiretic","[Spironolactone]","Drug International Ltd.",""
"","Spirocard","[Spironolactone]","Popular Pharmaceuticals ",""
"","Spirocard","[Spironolactone]","Popular Pharmaceuticals ",""
"","Verospiron","[Spironolactone]","Ambee Pharmaceuticals ",""
"","Eptase","[Streptokinase]","Beacon Pharmaceuticals ",""
"","S-Kinase 0.75 Million","[Streptokinase]","Popular Pharmaceuticals ",""
"","STK","[Streptokinase]","Incepta Pharmaceuticals ",""
"","Streptase","[Streptokinase]","CSL Behring GmbH, Germany",""
"","Streptase","[Streptokinase]","Sanofi Aventis",""
"","Streptomycin","[Streptomycin]","Renata ",""
"","Stronel","[Strontium Renalate]","Square Pharmaceuticals ",""
"","Antepsin","[Sucralfate]","Kemiko Pharmaceuticals ",""
"","Gastalfet","[Sucralfate]","Beximco Pharmaceuticals ",""
"","Ulsec","[Sucralfate]","Asiatic Laboratories ",""
"","Calonil","[Sucralose]","Ad din Pharmaceuticals ",""
"","Calx","[Sucralose]","Eskayef Bangladesh",""
"","Cal-x","[Sucralose]","Eskayef Bangladesh",""
"","Kalfree","[Sucralose]","Eskayef Bangladesh",""
"","Zero","[Sucralose]","Acme Laboratories ",""
"","Reumazin","[Sulfasalazine]","Aristopharma ",""
"","Salazine","[Sulfasalazine]","Opsonin Pharma ",""
"","Sulfacol","[Sulfasalazine]","Drug International Ltd.",""
"","Sulfazin","[Sulfasalazine]","Popular Pharmaceuticals ",""
"","Zulfidin-500","[Sulfasalazine]","Unimed & Unihealth Manufacturers ",""
"","Pyrazone","[Sulfinpyrazone]","Incepta Pharmaceuticals ",""
"","Clinorel","[Sulindac]","Opsonin Pharma ",""
"","Clinorel","[Sulindac]","Opsonin Pharma ",""
"","Lindac","[Sulindac]","Popular Pharmaceuticals ",""
"","Lindac","[Sulindac]","Popular Pharmaceuticals ",""
"","Sulidac","[Sulindac]","Eskayef Bangladesh",""
"","Sunil","[Sulindac]","Alco Pharma ",""
"","Icid 10%","[Sulphacetamide Sodium 10% :(EP)]","Nipa Pharmaceuticals ",""
"","Icid 20%","[Sulphacetamide Sodium 20% :(EP)]","Nipa Pharmaceuticals ",""
"","Optacid 20%","[Sulphacetamide Sodium 20% :(EP)]","Reman Drug Laboratories ",""
"","Actrim","[Sulphamethoxazole ; Trimethoprim]","Globe Pharmaceuticals ",""
"","Actrim","[Sulphamethoxazole ; Trimethoprim]","Globe Pharmaceuticals ",""
"","Actrim DS","[Sulphamethoxazole ; Trimethoprim]","Globe Pharmaceuticals ",""
"","Alcot","[Sulphamethoxazole ; Trimethoprim]","Pacific Pharmaceuticals ",""
"","Alcot","[Sulphamethoxazole ; Trimethoprim]","Pacific Pharmaceuticals ",""
"","Alcot DS","[Sulphamethoxazole ; Trimethoprim]","Pacific Pharmaceuticals ",""
"","Apcetrim","[Sulphamethoxazole ; Trimethoprim]","APC Pharma ",""
"","Aptrim","[Sulphamethoxazole ; Trimethoprim]","Apollo Pharmaceutical Laboratories ",""
"","Avlotrin","[Sulphamethoxazole ; Trimethoprim]","ACI ltd.",""
"","Avlotrin DS","[Sulphamethoxazole ; Trimethoprim]","ACI ltd.",""
"","Bactipront","[Sulphamethoxazole ; Trimethoprim]","Renata ",""
"","Bactipront","[Sulphamethoxazole ; Trimethoprim]","Renata ",""
"","Bactipront DS","[Sulphamethoxazole ; Trimethoprim]","Renata ",""
"","Bactipront p-120","[Sulphamethoxazole ; Trimethoprim]","Renata ",""
"","Biotrim","[Sulphamethoxazole ; Trimethoprim]","Bio Pharma Laboratories ",""
"","Biotrim","[Sulphamethoxazole ; Trimethoprim]","Bio Pharma Laboratories ",""
"","Biotrim DS","[Sulphamethoxazole ; Trimethoprim]","Bio Pharma Laboratories ",""
"","Centrim","[Sulphamethoxazole ; Trimethoprim]","Central Pharmaceutical ",""
"","Centrim DS","[Sulphamethoxazole ; Trimethoprim]","Central Pharmaceutical ",""
"","Cosat","[Sulphamethoxazole ; Trimethoprim]","Eskayef Bangladesh",""
"","Cosat","[Sulphamethoxazole ; Trimethoprim]","Eskayef Bangladesh",""
"","Cosat DS","[Sulphamethoxazole ; Trimethoprim]","Eskayef Bangladesh",""
"","Cotrazen","[Sulphamethoxazole ; Trimethoprim]","Zenith Pharmaceuticals ",""
"","Cotrazen","[Sulphamethoxazole ; Trimethoprim]","Zenith Pharmaceuticals ",""
"","Cotrazen DS","[Sulphamethoxazole ; Trimethoprim]","Zenith Pharmaceuticals ",""
"","Cotrim","[Sulphamethoxazole ; Trimethoprim]","Square Pharmaceuticals ",""
"","Cotrim","[Sulphamethoxazole ; Trimethoprim]","Square Pharmaceuticals ",""
"","Cotrim DS","[Sulphamethoxazole ; Trimethoprim]","Square Pharmaceuticals ",""
"","Cotrimox","[Sulphamethoxazole ; Trimethoprim]","Indobangla Pharmaceuticals",""
"","Cotrimox","[Sulphamethoxazole ; Trimethoprim]","Indobangla Pharmaceuticals",""
"","Cotrimox DS","[Sulphamethoxazole ; Trimethoprim]","Indobangla Pharmaceuticals",""
"","Co-try","[Sulphamethoxazole ; Trimethoprim]","Ad din Pharmaceuticals ",""
"","Co-try-DS","[Sulphamethoxazole ; Trimethoprim]","Ad din Pharmaceuticals ",""
"","Cots","[Sulphamethoxazole ; Trimethoprim]","Opsonin Pharma ",""
"","Cots DS","[Sulphamethoxazole ; Trimethoprim]","Opsonin Pharma ",""
"","Decatrim","[Sulphamethoxazole ; Trimethoprim]","Decent Pharma Laboratories ",""
"","Decatrim DS","[Sulphamethoxazole ; Trimethoprim]","Decent Pharma Laboratories ",""
"","Deotrim","[Sulphamethoxazole ; Trimethoprim]","Desh Pharmaceuticals ",""
"","Deotrim","[Sulphamethoxazole ; Trimethoprim]","Desh Pharmaceuticals ",""
"","Ditrim","[Sulphamethoxazole ; Trimethoprim]","Drug International Ltd.",""
"","Ditrim","[Sulphamethoxazole ; Trimethoprim]","Drug International Ltd.",""
"","Doctrim","[Sulphamethoxazole ; Trimethoprim]","Doctor's Chemicals Works ",""
"","Doctrim","[Sulphamethoxazole ; Trimethoprim]","Doctor's Chemicals Works ",""
"","Editrim","[Sulphamethoxazole ; Trimethoprim]","Edruc ",""
"","Editrim DS","[Sulphamethoxazole ; Trimethoprim]","Edruc ",""
"","Fisat","[Sulphamethoxazole ; Trimethoprim]","Sanofi Aventis",""
"","Fisat DS","[Sulphamethoxazole ; Trimethoprim]","Sanofi Aventis",""
"","G Cotrimoxazole","[Sulphamethoxazole ; Trimethoprim]","Gonoshasthaya Pharmaceuticals ",""
"","G Cotrimoxazole","[Sulphamethoxazole ; Trimethoprim]","Gonoshasthaya Pharmaceuticals ",""
"","G Cotrimoxazole","[Sulphamethoxazole ; Trimethoprim]","Gonoshasthaya Pharmaceuticals ",""
"","G Cotrimoxazole","[Sulphamethoxazole ; Trimethoprim]","Gonoshasthaya Pharmaceuticals ",""
"","G-Cotrimoxazole DS","[Sulphamethoxazole ; Trimethoprim]","Gonoshasthaya Pharmaceuticals ",""
"","Gentrim","[Sulphamethoxazole ; Trimethoprim]","General Pharmaceuticals ",""
"","Gentrim","[Sulphamethoxazole ; Trimethoprim]","General Pharmaceuticals ",""
"","Jasotrim","[Sulphamethoxazole ; Trimethoprim]","Jayson Pharmaceuticals ",""
"","Jasotrim","[Sulphamethoxazole ; Trimethoprim]","Jayson Pharmaceuticals ",""
"","K Trim","[Sulphamethoxazole ; Trimethoprim]","Kemiko Pharmaceuticals ",""
"","Litrim","[Sulphamethoxazole ; Trimethoprim]","Millat Pharmaceuticals ",""
"","Litrim DS","[Sulphamethoxazole ; Trimethoprim]","Millat Pharmaceuticals ",""
"","Meditrim","[Sulphamethoxazole ; Trimethoprim]","Medimet Pharmaceuticals ",""
"","Meditrim","[Sulphamethoxazole ; Trimethoprim]","Medimet Pharmaceuticals ",""
"","Meditrim 960","[Sulphamethoxazole ; Trimethoprim]","Medimet Pharmaceuticals ",""
"","Megaset","[Sulphamethoxazole ; Trimethoprim]","Alco Pharma ",""
"","Megatrim","[Sulphamethoxazole ; Trimethoprim]","Beximco Pharmaceuticals ",""
"","Megatrim DS","[Sulphamethoxazole ; Trimethoprim]","Beximco Pharmaceuticals ",""
"","M-Trim","[Sulphamethoxazole ; Trimethoprim]","Modern Pharmaceuticals ",""
"","M-Trim","[Sulphamethoxazole ; Trimethoprim]","Modern Pharmaceuticals ",""
"","M-Trim DS","[Sulphamethoxazole ; Trimethoprim]","Modern Pharmaceuticals ",""
"","Navatrim","[Sulphamethoxazole ; Trimethoprim]","Navana Pharmaceuticals ",""
"","Navatrim","[Sulphamethoxazole ; Trimethoprim]","Navana Pharmaceuticals ",""
"","Navatrim DS","[Sulphamethoxazole ; Trimethoprim]","Navana Pharmaceuticals ",""
"","Neoset","[Sulphamethoxazole ; Trimethoprim]","Alco Pharma ",""
"","Neoset","[Sulphamethoxazole ; Trimethoprim]","Alco Pharma ",""
"","Neotrim","[Sulphamethoxazole ; Trimethoprim]","Medicon Pharmaceuticals ",""
"","Neotrim","[Sulphamethoxazole ; Trimethoprim]","Medicon Pharmaceuticals ",""
"","Neotrim-DS","[Sulphamethoxazole ; Trimethoprim]","Medicon Pharmaceuticals ",""
"","Octrim","[Sulphamethoxazole ; Trimethoprim]","Orion Pharma ",""
"","Octrim-DS","[Sulphamethoxazole ; Trimethoprim]","Orion Pharma ",""
"","Paba","[Sulphamethoxazole ; Trimethoprim]","Belsen Pharmaceuticals ",""
"","Pharmatrim","[Sulphamethoxazole ; Trimethoprim]","Pharmadesh Laboratories ",""
"","Pharmatrim","[Sulphamethoxazole ; Trimethoprim]","Pharmadesh Laboratories ",""
"","Politrim","[Sulphamethoxazole ; Trimethoprim]","Acme Laboratories ",""
"","Politrim","[Sulphamethoxazole ; Trimethoprim]","Acme Laboratories ",""
"","Politrim DS","[Sulphamethoxazole ; Trimethoprim]","Acme Laboratories ",""
"","Saltrim","[Sulphamethoxazole ; Trimethoprim]","Salton Pharmaceuticals ",""
"","Saltrim DS","[Sulphamethoxazole ; Trimethoprim]","Salton Pharmaceuticals ",""
"","Seematrin","[Sulphamethoxazole ; Trimethoprim]","Seema Pharmaceuticals ",""
"","Seftrim","[Sulphamethoxazole ; Trimethoprim]","Hudson Pharmaceuticals ",""
"","Seftrim DS","[Sulphamethoxazole ; Trimethoprim]","Hudson Pharmaceuticals ",""
"","Semotrim","[Sulphamethoxazole ; Trimethoprim]","Reliance Pharmaceuticals ",""
"","Semotrim DS","[Sulphamethoxazole ; Trimethoprim]","Reliance Pharmaceuticals ",""
"","Septra","[Sulphamethoxazole ; Trimethoprim]","Asiatic Laboratories ",""
"","Septra","[Sulphamethoxazole ; Trimethoprim]","Asiatic Laboratories ",""
"","Septra DS","[Sulphamethoxazole ; Trimethoprim]","Asiatic Laboratories ",""
"","Servitrim","[Sulphamethoxazole ; Trimethoprim]","Novartis",""
"","Sinatrim","[Sulphamethoxazole ; Trimethoprim]","Ibn Sina Pharmaceutical",""
"","Sinatrim DS","[Sulphamethoxazole ; Trimethoprim]","Ibn Sina Pharmaceutical",""
"","Sitrim","[Sulphamethoxazole ; Trimethoprim]","Silva Pharmaceuticals ",""
"","Sitrim DS","[Sulphamethoxazole ; Trimethoprim]","Silva Pharmaceuticals ",""
"","Soma DS","[Sulphamethoxazole ; Trimethoprim]","Ambee Pharmaceuticals ",""
"","Sulphatrim","[Sulphamethoxazole ; Trimethoprim]","Amico Laboratories ",""
"","Sulphatrim DS","[Sulphamethoxazole ; Trimethoprim]","Amico Laboratories ",""
"","Sulphatrim DS","[Sulphamethoxazole ; Trimethoprim]","Amico Laboratories ",""
"","Sulprim","[Sulphamethoxazole ; Trimethoprim]","Somatec Pharmaceuticals ",""
"","Sulprim DS","[Sulphamethoxazole ; Trimethoprim]","Somatec Pharmaceuticals ",""
"","Sumetrolim","[Sulphamethoxazole ; Trimethoprim]","Ambee Pharmaceuticals ",""
"","Suprim","[Sulphamethoxazole ; Trimethoprim]","Nipa Pharmaceuticals ",""
"","Suprim DS","[Sulphamethoxazole ; Trimethoprim]","Nipa Pharmaceuticals ",""
"","Sytrim","[Sulphamethoxazole ; Trimethoprim]","Syntho Laboratories ",""
"","Sytrim DS","[Sulphamethoxazole ; Trimethoprim]","Syntho Laboratories ",""
"","Tricot","[Sulphamethoxazole ; Trimethoprim]","Reman Drug Laboratories ",""
"","Tricot-DS","[Sulphamethoxazole ; Trimethoprim]","Reman Drug Laboratories ",""
"","Trimetrin","[Sulphamethoxazole ; Trimethoprim]","Aexim Pharmaceuticals ",""
"","Triprim","[Sulphamethoxazole ; Trimethoprim]","Supreme Pharmaceuticals ",""
"","Triprim DS","[Sulphamethoxazole ; Trimethoprim]","Supreme Pharmaceuticals ",""
"","Acne-Aid Bar","[Sulphonated Surfactant]","Glaxo SmithKline Bangladesh ",""
"","Acne-Aid Liquid","[Sulphonated Surfactant]","Glaxo SmithKline Bangladesh ",""
"","Nomigran","[Sumatriptan]","Ambee Pharmaceuticals ",""
"","Nomigran","[Sumatriptan]","Ambee Pharmaceuticals ",""
"","Sumigran","[Sumatriptan]","General Pharmaceuticals ",""
"","Neosuxa","[Suxamethonium Chloride]","Popular Pharmaceuticals ",""
"","Rapilax","[Suxamethonium Chloride]","ACI ltd.",""
"","Suxa","[Suxamethonium Chloride]","Chemist Laboratories ",""
"","Suxonium","[Suxamethonium Chloride]","Techno Drugs ",""
"","Atolimus","[Tacrolimus 0.1%, 0.03% :(TP)]","Beximco Pharmaceuticals ",""
"","Dermus","[Tacrolimus 0.1%, 0.03% :(TP)]","Ibn Sina Pharmaceutical",""
"","Dermus","[Tacrolimus 0.1%, 0.03% :(TP)]","Ibn Sina Pharmaceutical",""
"","Remus","[Tacrolimus 0.1%, 0.03% :(TP)]","Square Pharmaceuticals ",""
"","Remus","[Tacrolimus 0.1%, 0.03% :(TP)]","Square Pharmaceuticals ",""
"","Tacrol","[Tacrolimus 0.1%, 0.03% :(TP)]","Acme Laboratories ",""
"","Tacrol","[Tacrolimus 0.1%, 0.03% :(TP)]","Acme Laboratories ",""
"","Tacrolim 	","[Tacrolimus 0.1%, 0.03% :(TP)]","Incepta Pharmaceuticals ",""
"","Tacrolim 	","[Tacrolimus 0.1%, 0.03% :(TP)]","Incepta Pharmaceuticals ",""
"","Adafil","[Tadalafil]","Beximco Pharmaceuticals ",""
"","Adafil","[Tadalafil]","Beximco Pharmaceuticals ",""
"","Celeste","[Tadalafil]","General Pharmaceuticals ",""
"","Celeste","[Tadalafil]","General Pharmaceuticals ",""
"","Ciafil","[Tadalafil]","Navana Pharmaceuticals ",""
"","Ciafil","[Tadalafil]","Navana Pharmaceuticals ",""
"","Ciafil","[Tadalafil]","Navana Pharmaceuticals ",""
"","Cialix","[Tadalafil]","NIPRO JMI Pharma ",""
"","Ciaton","[Tadalafil]","ACI ltd.",""
"","Ciaton","[Tadalafil]","ACI ltd.",""
"","Ciaton","[Tadalafil]","ACI ltd.",""
"","Edysta","[Tadalafil]","Unimed & Unihealth Manufacturers ",""
"","Edysta-","[Tadalafil]","Unimed & Unihealth Manufacturers ",""
"","Edysta-","[Tadalafil]","Unimed & Unihealth Manufacturers ",""
"","Intimate","[Tadalafil]","Square Pharmaceuticals ",""
"","Intimate","[Tadalafil]","Square Pharmaceuticals ",""
"","kTX","[Tadalafil]","Kemiko Pharmaceuticals ",""
"","kTX","[Tadalafil]","Kemiko Pharmaceuticals ",""
"","kTX","[Tadalafil]","Kemiko Pharmaceuticals ",""
"","Megafil","[Tadalafil]","Acme Laboratories ",""
"","Pawar","[Tadalafil]","Aristopharma ",""
"","Pawar","[Tadalafil]","Aristopharma ",""
"","Pawar","[Tadalafil]","Aristopharma ",""
"","Prolonga","[Tadalafil]","Pacific Pharmaceuticals ",""
"","Prolonga","[Tadalafil]","Pacific Pharmaceuticals ",""
"","Refeel","[Tadalafil]","Orion Pharma ",""
"","Refeel","[Tadalafil]","Orion Pharma ",""
"","Tadafil","[Tadalafil]","Astra Biopharmaceuticals ",""
"","Tadafil","[Tadalafil]","Astra Biopharmaceuticals ",""
"","Tadalis","[Tadalafil]","Incepta Pharmaceuticals ",""
"","Tafil","[Tadalafil]","Sharif Pharmaceuticals ",""
"","Tealis","[Tadalafil]","Opsonin Pharma ",""
"","Tealis","[Tadalafil]","Opsonin Pharma ",""
"","Tiagra 10","[Tadalafil]","Ziska Pharmaceuticals ",""
"","Tiagra 20","[Tadalafil]","Ziska Pharmaceuticals ",""
"","Tiagra 5","[Tadalafil]","Ziska Pharmaceuticals ",""
"","Tiagra 5","[Tadalafil]","Ziska Pharmaceuticals ",""
"","Viev","[Tadalafil]","Alco Pharma ",""
"","Viev","[Tadalafil]","Alco Pharma ",""
"","G Tamoxifen","[Tamoxifen]","Gonoshasthaya Pharmaceuticals ",""
"","G Tamoxifen","[Tamoxifen]","Gonoshasthaya Pharmaceuticals ",""
"","Nolvadex D","[Tamoxifen]","ACI ltd.",""
"","Tamona","[Tamoxifen]","Beximco Pharmaceuticals ",""
"","Tamona","[Tamoxifen]","Beximco Pharmaceuticals ",""
"","Tamoral","[Tamoxifen]","Techno Drugs ",""
"","Tamoral","[Tamoxifen]","Techno Drugs ",""
"","Tamoxen","[Tamoxifen]","General Pharmaceuticals ",""
"","Tamoxen","[Tamoxifen]","General Pharmaceuticals ",""
"","Combomax","[Tamsulosin ; Dutasteride]","Drug International Ltd.",""
"","Tamsin D","[Tamsulosin ; Dutasteride]","Delta Pharma ",""
"","Uromax D","[Tamsulosin ; Dutasteride]","Unimed & Unihealth Manufacturers ",""
"","Flonor","[Tamsulosin Hydrochloride]","Novo Healthcare and Pharma ",""
"","Maxflo U","[Tamsulosin Hydrochloride]","Rangs Pharmaceuticals ",""
"","Maxrin","[Tamsulosin Hydrochloride]","Square Pharmaceuticals ",""
"","Mictrol","[Tamsulosin Hydrochloride]","Radiant Pharmaceutical ",""
"","Prostacin","[Tamsulosin Hydrochloride]","Incepta Pharmaceuticals ",""
"","Prostam","[Tamsulosin Hydrochloride]","Drug International Ltd.",""
"","Prostanil MR","[Tamsulosin Hydrochloride]","Aristopharma ",""
"","Sasolin","[Tamsulosin Hydrochloride]","ACI ltd.",""
"","Tamcontin","[Tamsulosin Hydrochloride]","Mundipharma",""
"","Tamisol MR","[Tamsulosin Hydrochloride]","Healthcare Pharmaceuticals ",""
"","Tamlosin","[Tamsulosin Hydrochloride]","Orion Pharma ",""
"","Tamosin","[Tamsulosin Hydrochloride]","Supreme Pharmaceuticals ",""
"","Tamsin","[Tamsulosin Hydrochloride]","Delta Pharma ",""
"","Tamsin","[Tamsulosin Hydrochloride]","Delta Pharma ",""
"","Tamsol","[Tamsulosin Hydrochloride]","Apex Pharmaceuticals ",""
"","Tamsule SR","[Tamsulosin Hydrochloride]","Sharif Pharmaceuticals ",""
"","Urinom","[Tamsulosin Hydrochloride]","Opsonin Pharma ",""
"","Urocap","[Tamsulosin Hydrochloride]","Ibn Sina Pharmaceutical",""
"","Uroflo","[Tamsulosin Hydrochloride]","Beximco Pharmaceuticals ",""
"","Urolosin","[Tamsulosin Hydrochloride]","General Pharmaceuticals ",""
"","Uromax","[Tamsulosin Hydrochloride]","Unimed & Unihealth Manufacturers ",""
"","Uropass","[Tamsulosin Hydrochloride]","Acme Laboratories ",""
"","Urosin SR","[Tamsulosin Hydrochloride]","Eskayef Bangladesh",""
"","Urotam","[Tamsulosin Hydrochloride]","Navana Pharmaceuticals ",""
"","Cynta","[Tapentadol]","Healthcare Pharmaceuticals ",""
"","Cynta","[Tapentadol]","Healthcare Pharmaceuticals ",""
"","Pentadol","[Tapentadol]","Square Pharmaceuticals ",""
"","Pentadol","[Tapentadol]","Square Pharmaceuticals ",""
"","Pentadol","[Tapentadol]","Square Pharmaceuticals ",""
"","Tapendol","[Tapentadol]","Opsonin Pharma ",""
"","Tapendol","[Tapentadol]","Opsonin Pharma ",""
"","Tapenta","[Tapentadol]","Eskayef Bangladesh",""
"","Tapenta","[Tapentadol]","Eskayef Bangladesh",""
"","Tapenta","[Tapentadol]","Eskayef Bangladesh",""
"","Soritene","[Tazarotene 0.1% :(TP)]","Beximco Pharmaceuticals ",""
"","Tazoskin","[Tazarotene 0.1% :(TP)]","Incepta Pharmaceuticals ",""
"","Doresa","[Tegaserod]","Incepta Pharmaceuticals ",""
"","Tegarid","[Tegaserod]","Renata ",""
"","Tesod","[Tegaserod]","Square Pharmaceuticals ",""
"","Tibs","[Tegaserod]","Eskayef Bangladesh",""
"","Ziled","[Tegaserod]","Kemiko Pharmaceuticals ",""
"","Targocid","[Teicoplanin]","Gruppo Lepetit Srl, Italy",""
"","Targocid","[Teicoplanin]","Gruppo Lepetit Srl, Italy",""
"","Tergocin","[Teicoplanin]","Incepta Pharmaceuticals ",""
"","Sebivo","[Telbivudine]","Novartis Pharma AG., Switzerland",""
"","Mitosan","[Telmisartan]","Novartis",""
"","Mitosan","[Telmisartan]","Novartis",""
"","Telcardis","[Telmisartan]","Unimed & Unihealth Manufacturers ",""
"","Telcardis","[Telmisartan]","Unimed & Unihealth Manufacturers ",""
"","Telsan","[Telmisartan]","Orion Pharma ",""
"","Zolomide","[Temozolomide Hydrochloride]","Techno Drugs ",""
"","Zolomide","[Temozolomide Hydrochloride]","Techno Drugs ",""
"","Foviral","[Tenofovir Disoproxil Fumarate]","ACI ltd.",""
"","Proxivir","[Tenofovir Disoproxil Fumarate]","Square Pharmaceuticals ",""
"","T-Fovir","[Tenofovir Disoproxil Fumarate]","Drug International Ltd.",""
"","Vironil","[Tenofovir Disoproxil Fumarate]","Unimed & Unihealth Manufacturers ",""
"","Xynovir","[Tenofovir Disoproxil Fumarate]","Incepta Pharmaceuticals ",""
"","Enocam","[Tenoxicam]","Acme Laboratories ",""
"","Inoten","[Tenoxicam]","Opsonin Pharma ",""
"","Mobicam","[Tenoxicam]","Beximco Pharmaceuticals ",""
"","Oxicam 	","[Tenoxicam]","ACI ltd.",""
"","Oxiflam","[Tenoxicam]","Ibn Sina Pharmaceutical",""
"","Tenoflex","[Tenoxicam]","Beacon Pharmaceuticals ",""
"","Tenopain","[Tenoxicam]","Incepta Pharmaceuticals ",""
"","Tenorix","[Tenoxicam]","Orion Pharma ",""
"","Texicam","[Tenoxicam]","Apex Pharmaceuticals ",""
"","Tilkotil","[Tenoxicam]","Radiant Pharmaceutical ",""
"","Xicotil F/C","[Tenoxicam]","Aristopharma ",""
"","Xten","[Tenoxicam]","Square Pharmaceuticals ",""
"","Hytrain","[Terazosin]","Unimed & Unihealth Manufacturers ",""
"","Hytrain","[Terazosin]","Unimed & Unihealth Manufacturers ",""
"","Hytrain","[Terazosin]","Unimed & Unihealth Manufacturers ",""
"","Prostol","[Terazosin]","Drug International Ltd.",""
"","Prostol","[Terazosin]","Drug International Ltd.",""
"","Terazon","[Terazosin]","Incepta Pharmaceuticals ",""
"","Terazon","[Terazosin]","Incepta Pharmaceuticals ",""
"","Anpar","[Terbinafine 1% :(TP)]","Doctor's Chemicals Works ",""
"","Derbicil","[Terbinafine 1% :(TP)]","Incepta Pharmaceuticals ",""
"","Derfin","[Terbinafine 1% :(TP)]","Alco Pharma ",""
"","Infud","[Terbinafine 1% :(TP)]","General Pharmaceuticals ",""
"","Lamisil","[Terbinafine 1% :(TP)]","Novartis",""
"","Mycofin","[Terbinafine 1% :(TP)]","Eskayef Bangladesh",""
"","Skinabin","[Terbinafine 1% :(TP)]","ACI ltd.",""
"","Tarmider","[Terbinafine 1% :(TP)]","Bio Pharma Laboratories ",""
"","Telfin","[Terbinafine 1% :(TP)]","Unimed & Unihealth Manufacturers ",""
"","Terbex","[Terbinafine 1% :(TP)]","Beximco Pharmaceuticals ",""
"","Terbex","[Terbinafine 1% :(TP)]","Beximco Pharmaceuticals ",""
"","Terbifin","[Terbinafine 1% :(TP)]","Aristopharma ",""
"","Terbin","[Terbinafine 1% :(TP)]","Opsonin Pharma ",""
"","Termider","[Terbinafine 1% :(TP)]","Bio Pharma Laboratories ",""
"","Termider","[Terbinafine 1% :(TP)]","Bio Pharma Laboratories ",""
"","Derfin","[Terbinafine]","Alco Pharma ",""
"","Infud","[Terbinafine]","General Pharmaceuticals ",""
"","Lamisil","[Terbinafine]","Novartis",""
"","Mycofin","[Terbinafine]","Eskayef Bangladesh",""
"","Telfin","[Terbinafine]","UniDerma",""
"","Terbex","[Terbinafine]","Beximco Pharmaceuticals ",""
"","Terbifin","[Terbinafine]","Aristopharma ",""
"","Xfin","[Terbinafine]","Square Pharmaceuticals ",""
"","Terbulin","[Terbutaline Sulphate]","Ibn Sina Pharmaceutical",""
"","Terbulin","[Terbutaline Sulphate]","Ibn Sina Pharmaceutical",""
"","Tervent","[Terbutaline Sulphate]","Unimed & Unihealth Manufacturers ",""
"","Tervent","[Terbutaline Sulphate]","Unimed & Unihealth Manufacturers ",""
"","Servinin","[Terfenadine]","Novartis",""
"","Y 45","[Testosterone 1% :(TP)]","Incepta Pharmaceuticals ",""
"","Sustogen","[Testosterone Decanoate ; Testosterone Isocaproate ; Testosterone Phenyl propionate ; Testosterone Propionate]","Techno Drugs ",""
"","Testaton","[Testosterone Decanoate ; Testosterone Isocaproate ; Testosterone Phenyl propionate ; Testosterone Propionate]","Nuvista Pharma Ltd",""
"","Testosterone Enanthate","[Testosterone Enanthate]","Rotexmedica GmbH Germany",""
"","Andriol Testocaps","[Testosterone Undecanoate]","Nuvista Pharma Ltd",""
"","Tetabulin","[Tetanus Antitoxin]","Fisons, UK",""
"","Vaxitet-IG","[Tetanus Antitoxin]","Incepta Pharmaceuticals ",""
"","Human Anti-tetanus Immuno Globulin","[Tetanus Immunoglobulin]","CSL Behring GmbH, Germany",""
"","Tetagam(R) P","[Tetanus Immunoglobulin]","CSL Behring GmbH, Germany",""
"","Tetanol Pur","[Tetanus toxoid Vaccine]","Novartis Pharma Ag. Germany",""
"","Tetavax","[Tetanus toxoid Vaccine]","Sanofi Pasteur Lyon, France",""
"","Tetavax","[Tetanus toxoid Vaccine]","Sanofi Pasteur Lyon, France",""
"","TT vax","[Tetanus toxoid Vaccine]","Popular Pharmaceuticals ",""
"","Vaxitet","[Tetanus toxoid Vaccine]","Incepta Pharmaceuticals ",""
"","Vaxitet","[Tetanus toxoid Vaccine]","Incepta Pharmaceuticals ",""
"","A Tetra 1%","[Tetracycline Hydrochloride 1% :(EP)]","Acme Laboratories ",""
"","A Tetra 1%","[Tetracycline Hydrochloride 1% :(EP)]","Acme Laboratories ",""
"","G Tetracycline","[Tetracycline Hydrochloride 1% :(EP)]","Gonoshasthaya Pharmaceuticals ",""
