brand_id,brand_name,brand_manufacturer,brand_generic
,Cadnyl,Square Pharmaceuticals ,[Perindopril Erbumine]
,Coversyl,Eskayef Bangladesh,[Perindopril Erbumine]
,Pendoril,Renata ,[Perindopril Erbumine]
,Pericard,Asiatic Laboratories ,[Perindopril Erbumine]
,Peripril,Incepta Pharmaceuticals ,[Perindopril Erbumine]
,Versil,Acme Laboratories ,[Perindopril Erbumine]
,Arotrix,Aristopharma ,[Permethrin 5% :(TP)]
,Delice,Amico Laboratories ,[Permethrin 5% :(TP)]
,Dermanix,Novo Healthcare and Pharma ,[Permethrin 5% :(TP)]
,Elimate,Incepta Pharmaceuticals ,[Permethrin 5% :(TP)]
,Ermite,Jayson Pharmaceuticals ,[Permethrin 5% :(TP)]
,Florixe,Cosmic Chemical Industries ,[Permethrin 5% :(TP)]
,Licerin,Drug International Ltd.,[Permethrin 5% :(TP)]
,Lorix,Opsonin Pharma ,[Permethrin 5% :(TP)]
,Lotrix,Glaxo SmithKline Bangladesh ,[Permethrin 5% :(TP)]
,Mecabis,Asiatic Laboratories ,[Permethrin 5% :(TP)]
,Mithin,Edruc ,[Permethrin 5% :(TP)]
,Neeper,Kemiko Pharmaceuticals ,[Permethrin 5% :(TP)]
,Noscab,Beximco Pharmaceuticals ,[Permethrin 5% :(TP)]
,Perls,Globe Pharmaceuticals ,[Permethrin 5% :(TP)]
,Perma,Alco Pharma ,[Permethrin 5% :(TP)]
,Permenin,Medicon Pharmaceuticals ,[Permethrin 5% :(TP)]
,Permet,GA Company ,[Permethrin 5% :(TP)]
,Permethi,Pharmasia ,[Permethrin 5% :(TP)]
,Permin,Acme Laboratories ,[Permethrin 5% :(TP)]
,Permisol 5%,ACI ltd.,[Permethrin 5% :(TP)]
,Perosa,Eskayef Bangladesh,[Permethrin 5% :(TP)]
,Pesimex,Pharmadesh Laboratories ,[Permethrin 5% :(TP)]
,Remathrin CR,Reman Drug Laboratories ,[Permethrin 5% :(TP)]
,Scabex 5%,Square Pharmaceuticals ,[Permethrin 5% :(TP)]
,Scabid,Chemist Laboratories ,[Permethrin 5% :(TP)]
,Scameth,Millat Pharmaceuticals ,[Permethrin 5% :(TP)]
,Scaper,Bio Pharma Laboratories ,[Permethrin 5% :(TP)]
,Scarin,Ibn Sina Pharmaceutical,[Permethrin 5% :(TP)]
,Skillin,General Pharmaceuticals ,[Permethrin 5% :(TP)]
,Unix,Unimed & Unihealth Manufacturers ,[Permethrin 5% :(TP)]
,Zunex,Rephco Pharmaceuticals ,[Permethrin 5% :(TP)]
,G Pethidine,Gonoshasthaya Pharmaceuticals ,[Pethidine Hydrochloride]
,Pethidine-R,Renata ,[Pethidine Hydrochloride]
,Aerovil,Beximco Pharmaceuticals ,[Pheniramine Maleate]
,Alervil,Incepta Pharmaceuticals ,[Pheniramine Maleate]
,Amarin,Opsonin Pharma ,[Pheniramine Maleate]
,Avil,Sanofi Aventis,[Pheniramine Maleate]
,Avil RETARD,Sanofi Aventis,[Pheniramine Maleate]
,Barbit,Incepta Pharmaceuticals ,[Phenobarbitone Sodium]
,Berdinal,GA Company ,[Phenobarbitone Sodium]
,Emer,Opsonin Pharma ,[Phenobarbitone Sodium]
,Epinal,Square Pharmaceuticals ,[Phenobarbitone Sodium]
,Barbit,Incepta Pharmaceuticals ,[Phenobarbitone]
,Berdinal,GA Company ,[Phenobarbitone]
,Emer,Opsonin Pharma ,[Phenobarbitone]
,Epinal,Square Pharmaceuticals ,[Phenobarbitone]
,Pheno,Delta Pharma ,[Phenobarbitone]
,Phenoba,Bio Pharma Laboratories ,[Phenobarbitone]
,Phenoson,Jayson Pharmaceuticals ,[Phenobarbitone]
,Biopen VK,Bio Pharma Laboratories ,[Phenoxymethyl Penicillin]
,Cytapen V,Edruc ,[Phenoxymethyl Penicillin]
,Eracillin K,GA Company ,[Phenoxymethyl Penicillin]
,G Penicillin V,Gonoshasthaya Pharmaceuticals ,[Phenoxymethyl Penicillin]
,H-Pen,Hudson Pharmaceuticals ,[Phenoxymethyl Penicillin]
,Open,Opsonin Pharma ,[Phenoxymethyl Penicillin]
,Oracyn K,Sanofi Aventis,[Phenoxymethyl Penicillin]
,Pacin-V,Zenith Pharmaceuticals ,[Phenoxymethyl Penicillin]
,Pencin V,Nipa Pharmaceuticals ,[Phenoxymethyl Penicillin]
,Penicillin,Bristol Pharma ,[Phenoxymethyl Penicillin]
,Penicillin V,Indobangla Pharmaceuticals,[Phenoxymethyl Penicillin]
,Penicillin-V,Indobangla Pharmaceuticals,[Phenoxymethyl Penicillin]
,Pentab,Sonear Laboratories ,[Phenoxymethyl Penicillin]
,Penvik,Square Pharmaceuticals ,[Phenoxymethyl Penicillin]
,Penvik DS,Square Pharmaceuticals ,[Phenoxymethyl Penicillin]
,Penvik FORTE,Square Pharmaceuticals ,[Phenoxymethyl Penicillin]
,Pharmapen,Pharmadesh Laboratories ,[Phenoxymethyl Penicillin]
,Phenoxymethyl,APC Pharma ,[Phenoxymethyl Penicillin]
,Dilate Plus,Incepta Pharmaceuticals ,[Phenylephrine Hydrochloride 5% ; Tropicamide 0.8% :(EP)]
,Mydrimide PLUS,Reman Drug Laboratories ,[Phenylephrine Hydrochloride 5% ; Tropicamide 0.8% :(EP)]
,Trocane,Drug International Ltd.,[Phenylephrine Hydrochloride 5% ; Tropicamide 0.8% :(EP)]
,Trophen,Aristopharma ,[Phenylephrine Hydrochloride 5% ; Tropicamide 0.8% :(EP)]
,Tropicamide PLUS,Opso Saline ,[Phenylephrine Hydrochloride 5% ; Tropicamide 0.8% :(EP)]
,Tropidil PLUS,Popular Pharmaceuticals ,[Phenylephrine Hydrochloride 5% ; Tropicamide 0.8% :(EP)]
,Tropigen Plus,General Pharmaceuticals ,[Phenylephrine Hydrochloride 5% ; Tropicamide 0.8% :(EP)]
,Trusil PLUS,GA Company ,[Phenylephrine Hydrochloride 5% ; Tropicamide 0.8% :(EP)]
,Diphedan,Ambee Pharmaceuticals ,[Phenytoin Sodium]
,D-Toin,Drug International Ltd.,[Phenytoin Sodium]
,Diphedan,Ambee Pharmaceuticals ,[Phenytoin]
,Survanta,"Abbott Laboratories, USA",[Phospolipids]
,Babykion,Chemist Laboratories ,[Phytomenadione]
,Dinakion,Drug International Ltd.,[Phytomenadione]
,Dinakion MM,Drug International Ltd.,[Phytomenadione]
,K MM,Incepta Pharmaceuticals ,[Phytomenadione]
,Kmm,Incepta Pharmaceuticals ,[Phytomenadione]
,Konakion,Roche Bangladesh Pharmaceutical,[Phytomenadione]
,K-One MM,Square Pharmaceuticals ,[Phytomenadione]
,Asipine 1%,Asiatic Laboratories ,[Pilocarpine Hydrochloride 1% :(EP)]
,Pilo DROP 1%,Reman Drug Laboratories ,[Pilocarpine Hydrochloride 1% :(EP)]
,Pilocarpine OSL 1%,Opso Saline ,[Pilocarpine Hydrochloride 1% :(EP)]
,Optacarpine 2%,Popular Pharmaceuticals ,[Pilocarpine Hydrochloride 2 % :(EP)]
,Pilocarpine OSL 2%,Opso Saline ,[Pilocarpine Hydrochloride 2 % :(EP)]
,Piloma 1%,Opsonin Pharma ,[Pilocarpine Hydrochloride 1% :(EP)]
,Piloma 2%,Opsonin Pharma ,[Pilocarpine Hydrochloride 2 % :(EP)]
,Pilomin 2%,Nipa Pharmaceuticals ,[Pilocarpine Hydrochloride 2 % :(EP)]
,Pilo DROP 2%,Reman Drug Laboratories ,[Pilocarpine Hydrochloride 2 % :(EP)]
,Pilo DROP 4%,Reman Drug Laboratories ,[Pilocarpine Hydrochloride 4% :(EP)]
,Pilocarpine OSL 4%,Opso Saline ,[Pilocarpine Hydrochloride 4% :(EP)]
,Pilomin 4%,Nipa Pharmaceuticals ,[Pilocarpine Hydrochloride 4% :(EP)]
,Pilogen,Aristopharma ,[Pilocarpine Hydrochloride]
,Elidel,"Novartis Pharma GmbH, Germany",[Pimecrolimus 1% :(TP)]
,Actose,Unimed & Unihealth Manufacturers ,[Pioglitazone]
,Adpas,General Pharmaceuticals ,[Pioglitazone]
,Diaglit,Beximco Pharmaceuticals ,[Pioglitazone]
,Dianorm,General Pharmaceuticals ,[Pioglitazone]
,Diapiotab,Medimet Pharmaceuticals ,[Pioglitazone]
,Diatag F/C 15,ACI ltd.,[Pioglitazone]
,Diatag F/C 30,ACI ltd.,[Pioglitazone]
,Diatag F/C 45,ACI ltd.,[Pioglitazone]
,Diatus,Navana Pharmaceuticals ,[Pioglitazone]
,Glitazon,Ibn Sina Pharmaceutical,[Pioglitazone]
,Glucozon,Aristopharma ,[Pioglitazone]
,Lit,White Horse Pharma,[Pioglitazone]
,Ogli,Kemiko Pharmaceuticals ,[Pioglitazone]
,Peegee,Jayson Pharmaceuticals ,[Pioglitazone]
,Pidus,Acme Laboratories ,[Pioglitazone]
,Piglit,Pacific Pharmaceuticals ,[Pioglitazone]
,Pigzon,Sharif Pharmaceuticals ,[Pioglitazone]
,Piodar,Incepta Pharmaceuticals ,[Pioglitazone]
,Pioglin,Renata ,[Pioglitazone]
,Pioglinet,National Laboratories ,[Pioglitazone]
,Piol,Opsonin Pharma ,[Pioglitazone]
,Piolit,Alco Pharma ,[Pioglitazone]
,Piozena,Drug International Ltd.,[Pioglitazone]
,Saglit,Sanofi Aventis,[Pioglitazone]
,Tos,Square Pharmaceuticals ,[Pioglitazone]
,Arduan,Techno Drugs ,[Pipecuronium bromide]
,Pycuron,Techno Drugs ,[Pipecuronium bromide]
,Brodactam IV,Sanofi Aventis,[Piperacillin ; Tazobactam]
,Megacilin,Popular Pharmaceuticals ,[Piperacillin ; Tazobactam]
,Tazocil 4.5 IV,Square Pharmaceuticals ,[Piperacillin ; Tazobactam]
,Tazopen IV,Renata ,[Piperacillin ; Tazobactam]
,Enmecon,Novartis,[Piracetam]
,Juvain,Opsonin Pharma ,[Piracetam]
,Lucetum,"Egis Pharmaceuticals, Hungary",[Piracetam]
,Memopil,ACI ltd.,[Piracetam]
,Neurolep,Square Pharmaceuticals ,[Piracetam]
,Piramax,Aristopharma ,[Piracetam]
,Piratam,General Pharmaceuticals ,[Piracetam]
,Flexicam,Renata ,[Piroxicam]
,Flexicam IM,Renata ,[Piroxicam]
,Rheudene,GA Company ,[Piroxicam]
,Lip Loss,Drug International Ltd.,[Pitavastatin]
,Pavigard,Acme Laboratories ,[Pitavastatin]
,Pitavas,Aristopharma ,[Pitavastatin]
,Pivalo,Square Pharmaceuticals ,[Pitavastatin]
,Alexid,Aristopharma ,[Pivmecillinam]
,Bacilex,Pharmadesh Laboratories ,[Pivmecillinam]
,Emcil,Square Pharmaceuticals ,[Pivmecillinam]
,Lexipen,Techno Drugs ,[Pivmecillinam]
,Pinam,Kemiko Pharmaceuticals ,[Pivmecillinam]
,Pivcilin,Rangs Pharmaceuticals ,[Pivmecillinam]
,Pivicil,General Pharmaceuticals ,[Pivmecillinam]
,Relexid,Renata ,[Pivmecillinam]
,Antigrain,Ibn Sina Pharmaceutical,[Pizotifen]
,Antigrain TS,Ibn Sina Pharmaceutical,[Pizotifen]
,Avidro,Beximco Pharmaceuticals ,[Pizotifen]
,Avidro 0.5,Beximco Pharmaceuticals ,[Pizotifen]
,D Fen,Drug International Ltd.,[Pizotifen]
,D Fen 0.5,Drug International Ltd.,[Pizotifen]
,Dmigrain,NIPRO JMI Pharma ,[Pizotifen]
,Migofen,Techno Drugs ,[Pizotifen]
,Migranex,Edruc ,[Pizotifen]
,Migranil,Square Pharmaceuticals ,[Pizotifen]
,Pifen,Opsonin Pharma ,[Pizotifen]
,Pitofen,Medicon Pharmaceuticals ,[Pizotifen]
,Pizo A,Acme Laboratories ,[Pizotifen]
,Pizofen,Navana Pharmaceuticals ,[Pizotifen]
,Pizofen TS,Navana Pharmaceuticals ,[Pizotifen]
,Pizotin,Nipa Pharmaceuticals ,[Pizotifen]
,Zeromig 0.5 MG,Eskayef Bangladesh,[Pizotifen]
,Zeromig 1.5 MG,Eskayef Bangladesh,[Pizotifen]
,Zofen,Aristopharma ,[Pizotifen]
,Zofen TS,Aristopharma ,[Pizotifen]
,Zonil,Apex Pharmaceuticals ,[Pizotifen]
,Zonil-TS,Apex Pharmaceuticals ,[Pizotifen]
,Synflorix,"Glaxo Smith Kline Biologicals S.A., Belgium",[Pnenmococcal Polysaccharide Conjugated Vaccine]
,Pneumo-23,"Sanofi Pasteur S. A.,France",[Pneumococcal polysaccharide unconjugated Vaccine]
,"Voluven 	","Fresenius Kabi Deutschland GmbH, Germany",[Poly (0-2-hydroxyethyl) starch 60g ; Sodium Chloride]
,Plasmasol,Orion Infusion ,[Poly (O-2-hydroxyethyl) starch ; Sodium Chloride]
,Plasmex IV,Beacon Pharmaceuticals ,[Poly (O-2-hydroxyethyl) starch ; Sodium Chloride]
,Haes Steril 10%,"Fresenius Kabi Deutschland GmbH, Germany",[Poly (O-2-hydroxyethyl) starch 100gm ; Sodium Chlorride]
,Movilax,Incepta Pharmaceuticals ,[Poly ethylene Glycol 3350 ; Electrolytes]
,Autotear Lubricant,Popular Pharmaceuticals ,[Polyethylene Glycol 400 0.4% ; Propylene Glycol 0.3% :(EP)]
,Filtear,Incepta Pharmaceuticals ,[Polyethylene Glycol 400 0.4% ; Propylene Glycol 0.3% :(EP)]
,Freshtear,Eskayef Bangladesh,[Polyethylene Glycol 400 0.4% ; Propylene Glycol 0.3% :(EP)]
,Glytear,General Pharmaceuticals ,[Polyethylene Glycol 400 0.4% ; Propylene Glycol 0.3% :(EP)]
,Polygel Drops,Ibn Sina Pharmaceutical,[Polyethylene Glycol 400 0.4% ; Propylene Glycol 0.3% :(EP)]
,Polysol,Apex Pharmaceuticals ,[Polyethylene Glycol 400 0.4% ; Propylene Glycol 0.3% :(EP)]
,Systear,Aristopharma ,[Polyethylene Glycol 400 0.4% ; Propylene Glycol 0.3% :(EP)]
,Tearon,Beximco Pharmaceuticals ,[Polyethylene Glycol 400 0.4% ; Propylene Glycol 0.3% :(EP)]
,Aqualax,Incepta Pharmaceuticals ,[Polyethylene Glycol]
,Polyter,"Sanofi Winthrop Industries, France",[Polytar 1.0 %]
,Algicid,Incepta Pharmaceuticals ,[Potassium Bicarbonate ; Sodium Alginate]
,Algisum,Opsonin Pharma ,[Potassium Bicarbonate ; Sodium Alginate]
,Asynta,Square Pharmaceuticals ,[Potassium Bicarbonate ; Sodium Alginate]
,Gastrocon,Unimed & Unihealth Manufacturers ,[Potassium Bicarbonate ; Sodium Alginate]
,Viscocid,Beximco Pharmaceuticals ,[Potassium Bicarbonate ; Sodium Alginate]
,Xerocid,Novelta Bestway Pharmaceuticals ,[Potassium Bicarbonate ; Sodium Alginate]
,Neorice,Eskayef Bangladesh,[Potassium Chloride ; Rice powder ; Sodium Chloride ; Trisodium Citrate]
,Rice ORS,Square Pharmaceuticals ,[Potassium Chloride ; Rice powder ; Sodium Chloride ; Trisodium Citrate]
,Rice Saline Zenith,Zenith Pharmaceuticals ,[Potassium Chloride ; Rice powder ; Sodium Chloride ; Trisodium Citrate]
,Rice Saline,General Pharmaceuticals ,[Potassium Chloride ; Rice powder ; Sodium Chloride ; Trisodium Citrate]
,Acme's Cholera Saline IV,Acme Laboratories ,[Potassium Chloride 0.1% ; Sodium Acetate 0.65% ; Sodium Chloride 0.5%]
,Cholera fluid,IPH,[Potassium Chloride 0.1% ; Sodium Acetate 0.65% ; Sodium Chloride 0.5%]
,Cholera IV,Opso Saline ,[Potassium Chloride 0.1% ; Sodium Acetate 0.65% ; Sodium Chloride 0.5%]
,Dianak IV,Orion Infusion ,[Potassium Chloride 0.1% ; Sodium Acetate 0.65% ; Sodium Chloride 0.5%]
,Diasol IV,Libra Pharmaceuticls ,[Potassium Chloride 0.1% ; Sodium Acetate 0.65% ; Sodium Chloride 0.5%]
,Koloride IV,Beximco Pharmaceuticals ,[Potassium Chloride 0.1% ; Sodium Acetate 0.65% ; Sodium Chloride 0.5%]
,Kolosal IV,Popular Pharmaceuticals ,[Potassium Chloride 0.1% ; Sodium Acetate 0.65% ; Sodium Chloride 0.5%]
,Electro K,Acme Laboratories ,[Potassium Chloride]
,K T,Jayson Pharmaceuticals ,[Potassium Chloride]
,KCL,Opsonin Pharma ,[Potassium Chloride]
,Urokit,Eskayef Bangladesh,[Potassium Citrate]
,N Potassium,Nipa Pharmaceuticals ,[Potassium Guaiacol Sulphonate]
,Potassium Guaiacol,Drug International Ltd.,[Potassium Guaiacol Sulphonate]
,Artear,Popular Pharmaceuticals ,[Povidone 5% :(EP)]
,Optear,Ibn Sina Pharmaceutical,[Povidone 5% :(EP)]
,Optirex,Jayson Pharmaceuticals ,[Povidone 5% :(EP)]
,Protear,Aristopharma ,[Povidone 5% :(EP)]
,Rovidone,ACI ltd.,[Povidone 5% :(EP)]
,"Solotear 			 	",Asiatic Laboratories ,[Povidone 5% :(EP)]
,Tearex,Beximco Pharmaceuticals ,[Povidone 5% :(EP)]
,Teargen,General Pharmaceuticals ,[Povidone 5% :(EP)]
,Arodin,Aristopharma ,[Povidone Iodine 1% ]
,Cleanser Mouth Wash & Gargle,General Pharmaceuticals ,[Povidone Iodine 1% ]
,Hidin,Medicon Pharmaceuticals ,[Povidone Iodine 1% ]
,Povin,Opsonin Pharma ,[Povidone Iodine 1% ]
,Povisep,Jayson Pharmaceuticals ,[Povidone Iodine 1% ]
,Viodin,Square Pharmaceuticals ,[Povidone Iodine 1% ]
,Bludrop,Healthcare Pharmaceuticals ,[Povidone Iodine 1.25% :(EP)]
,Povisep,Jayson Pharmaceuticals ,[Povidone Iodine 1.25% :(EP)]
,Arodin,Aristopharma ,[Povidone Iodine 10% :(TP)]
,Betadine Standardised,Mundipharma,[Povidone Iodine 10% :(TP)]
,Cleanser Antiseptic Solution,General Pharmaceuticals ,[Povidone Iodine 10% :(TP)]
,Iosol,Unimed & Unihealth Manufacturers ,[Povidone Iodine 10% :(TP)]
,Polydin,Chemist Laboratories ,[Povidone Iodine 10% :(TP)]
,Povidone,Amico Laboratories ,[Povidone Iodine 10% :(TP)]
,Povidone-I,Ziska Pharmaceuticals ,[Povidone Iodine 10% :(TP)]
,Povidone-Iodine Topical,EDCL,[Povidone Iodine 10% :(TP)]
,Povin,Opsonin Pharma ,[Povidone Iodine 10% :(TP)]
,Povisep,Jayson Pharmaceuticals ,[Povidone Iodine 10% :(TP)]
,Povisep Gyno Gel,Jayson Pharmaceuticals ,[Povidone Iodine 10% :(TP)]
,Provia,Asiatic Laboratories ,[Povidone Iodine 10% :(TP)]
,Viodin 10%,Square Pharmaceuticals ,[Povidone Iodine 10% :(TP)]
,Apodin,Globe Pharmaceuticals ,[Povidone Iodine 5% :(TP)]
,Arodin,Aristopharma ,[Povidone Iodine 5% :(TP)]
,Betadine,Mundipharma,[Povidone Iodine 5% :(TP)]
,Betadine Sol,Mundipharma,[Povidone Iodine 5% :(TP)]
,"Povidine 	 	",Alco Pharma ,[Povidone Iodine 5% :(TP)]
,Povigerm,Edruc ,[Povidone Iodine 5% :(TP)]
,Povin,Opsonin Pharma ,[Povidone Iodine 5% :(TP)]
,Povisep,Jayson Pharmaceuticals ,[Povidone Iodine 5% :(TP)]
,Viodin,Square Pharmaceuticals ,[Povidone Iodine 5% :(TP)]
,Donadin,Ibn Sina Pharmaceutical,[Povidone Iodine 6% :(TP)]
,Povisep,Jayson Pharmaceuticals ,[Povidone Iodine 6% :(TP)]
,Betadine Surgical Scrub,Mundipharma,[Povidone Iodine 7.5% Scrub]
,Iosol,Unimed & Unihealth Manufacturers ,[Povidone Iodine 7.5% Scrub]
,Povisep,Jayson Pharmaceuticals ,[Povidone Iodine 7.5% Scrub]
,Pradox,Beacon Pharmaceuticals ,[Pralidoxime Chloride]
,Parixol,ACI ltd.,[Pramipexol]
,Apagrel,Healthcare Pharmaceuticals ,[Prasugrel]
,Asurel,Navana Pharmaceuticals ,[Prasugrel]
,Efigrel,Square Pharmaceuticals ,[Prasugrel]
,Efirel,Opsonin Pharma ,[Prasugrel]
,Hemagrel,ACI ltd.,[Prasugrel]
,Opagrel,Orion Pharma ,[Prasugrel]
,Prapid,Drug International Ltd.,[Prasugrel]
,Prasulet,Beacon Pharmaceuticals ,[Prasugrel]
,Prasurel,Incepta Pharmaceuticals ,[Prasugrel]
,Prasuva,Beximco Pharmaceuticals ,[Prasugrel]
,Psudex,Ibn Sina Pharmaceutical,[Prasugrel]
,Alphapress,Renata ,[Prazosin]
,Prazopress-1,Unimed & Unihealth Manufacturers ,[Prazosin]
,Prazopress-2,Unimed & Unihealth Manufacturers ,[Prazosin]
,Sastid,Glaxo SmithKline Bangladesh ,[Precipitated Sulpher 10% ; Salicylic Acid 3%]
,Cortan,Incepta Pharmaceuticals ,[Prednisolone 1%  :(EP)]
,Cortisol,Aristopharma ,[Prednisolone 1%  :(EP)]
,Isolon,Ibn Sina Pharmaceutical,[Prednisolone 1%  :(EP)]
,Ocusol,Popular Pharmaceuticals ,[Prednisolone 1%  :(EP)]
,Pednisol,Drug International Ltd.,[Prednisolone 1%  :(EP)]
,Prednicort,Asiatic Laboratories ,[Prednisolone 1%  :(EP)]
,Prednol,Reman Drug Laboratories ,[Prednisolone 1%  :(EP)]
,Renisol,Apex Pharmaceuticals ,[Prednisolone 1%  :(EP)]
,Deltasone-N E/E drop,Renata ,[Prednisolone Acetate ; Neomycin Sulphate :(E/EP)]
,Adam 33,Nuvista Pharma Ltd,[Prednisolone]
,Bexipred,Beximco Pharmaceuticals ,[Prednisolone]
,Cortan,Incepta Pharmaceuticals ,[Prednisolone]
,Cortisol,Aristopharma ,[Prednisolone]
,Cortisol 10,Aristopharma ,[Prednisolone]
,Cortisol 20,Aristopharma ,[Prednisolone]
,Cortisol 5,Aristopharma ,[Prednisolone]
,Delta,Bristol Pharma ,[Prednisolone]
,Deltacort,Desh Pharmaceuticals ,[Prednisolone]
,Deltapred,Ziska Pharmaceuticals ,[Prednisolone]
,Deltason,Renata ,[Prednisolone]
,Deltasone,Renata ,[Prednisolone]
,Edruson,Edruc ,[Prednisolone]
,G-Prednisolone,Gonoshasthaya Pharmaceuticals ,[Prednisolone]
,Inflagic,Square Pharmaceuticals ,[Prednisolone]
,Pedipred 100 Oral Solution,Ziska Pharmaceuticals ,[Prednisolone]
,Pedipred 50 Oral Solution,Ziska Pharmaceuticals ,[Prednisolone]
,Precodil,Opsonin Pharma ,[Prednisolone]
,Pred,Eskayef Bangladesh,[Prednisolone]
,Prednelan,Glaxo SmithKline Bangladesh ,[Prednisolone]
,Prednisolone,Glaxo SmithKline Bangladesh ,[Prednisolone]
,Prexan,Chemist Laboratories ,[Prednisolone]
,Zenilon,Zenith Pharmaceuticals ,[Prednisolone]
,Gaba- Aid,Labaid Pharmaceuticals ,[Pregabalin]
,Gaba-P,Renata ,[Pregabalin]
,Gabarol,ACI ltd.,[Pregabalin]
,Lirica,Bio Pharma Laboratories ,[Pregabalin]
,Lyric,Healthcare Pharmaceuticals ,[Pregabalin]
,Myrica,Unimed & Unihealth Manufacturers ,[Pregabalin]
,Nerfid,White Horse Pharma,[Pregabalin]
,Nervalin,Beximco Pharmaceuticals ,[Pregabalin]
,Neugaba,Sun Pharmaceutical,[Pregabalin]
,Neugalin,Acme Laboratories ,[Pregabalin]
,Neurega,Ibn Sina Pharmaceutical,[Pregabalin]
,Neurega-25,Ibn Sina Pharmaceutical,[Pregabalin]
,Neurolin,Square Pharmaceuticals ,[Pregabalin]
,Neurovan,Aristopharma ,[Pregabalin]
,Pegalin,Popular Pharmaceuticals ,[Pregabalin]
,Pegaron,RAK Pharmaceuticals ,[Pregabalin]
,PG,Eskayef Bangladesh,[Pregabalin]
,Prebalin,General Pharmaceuticals ,[Pregabalin]
,Pregaba,Opsonin Pharma ,[Pregabalin]
,Pregaben 150,Incepta Pharmaceuticals ,[Pregabalin]
,Pregaben 50,Incepta Pharmaceuticals ,[Pregabalin]
,Pregaben 75,Incepta Pharmaceuticals ,[Pregabalin]
,Pregadel,Delta Pharma ,[Pregabalin]
,Pregalex,Sharif Pharmaceuticals ,[Pregabalin]
,Pregan,Navana Pharmaceuticals ,[Pregabalin]
,Prelin,Drug International Ltd.,[Pregabalin]
,Priga 75,Monicopharma ,[Pregabalin]
,Pyrica,Pharmasia ,[Pregabalin]
,Regab,Beacon Pharmaceuticals ,[Pregabalin]
,Xablin,Novartis,[Pregabalin]
,Xil,Orion Pharma ,[Pregabalin]
,Jasoprim,Jayson Pharmaceuticals ,[Primaquine]
,Kanaprim,Globe Pharmaceuticals ,[Primaquine]
,P Phos,Hudson Pharmaceuticals ,[Primaquine]
,Remaquin,ACI ltd.,[Primaquine]
,Rose,General Pharmaceuticals ,[Primrose Oil]
,Ametil,Aristopharma ,[Prochlorperazine Maleate]
,Avotil,Rephco Pharmaceuticals ,[Prochlorperazine Maleate]
,Emitab,Sonear Laboratories ,[Prochlorperazine Maleate]
,Melatil,GA Company ,[Prochlorperazine Maleate]
,Promat,Navana Pharmaceuticals ,[Prochlorperazine Maleate]
,Promtil,Square Pharmaceuticals ,[Prochlorperazine Maleate]
,Stemetil,Sanofi Aventis,[Prochlorperazine Maleate]
,Vergon,Opsonin Pharma ,[Prochlorperazine Maleate]
,Vertigan,Pharmadesh Laboratories ,[Prochlorperazine Maleate]
,Melatil,GA Company ,[Prochlorperazine Mesilate]
,Promtil,Square Pharmaceuticals ,[Prochlorperazine Mesilate]
,Stemetil,Sanofi Aventis,[Prochlorperazine Mesilate]
,Vergon,Opsonin Pharma ,[Prochlorperazine Mesilate]
,Cyclid,Incepta Pharmaceuticals ,[Procyclidine Hydrochloride]
,Cyclid 5,Incepta Pharmaceuticals ,[Procyclidine Hydrochloride]
,Extranil,General Pharmaceuticals ,[Procyclidine Hydrochloride]
,Extranil IV/IM,General Pharmaceuticals ,[Procyclidine Hydrochloride]
,Kdrine,Opsonin Pharma ,[Procyclidine Hydrochloride]
,Kemadrin,Glaxo SmithKline Bangladesh ,[Procyclidine Hydrochloride]
,Perkinil,Square Pharmaceuticals ,[Procyclidine Hydrochloride]
,Crinone 8%,"Serono Pharma, UK",[Progesterone]
,Microgest,Renata ,[Progesterone]
,Allphen,Medimet Pharmaceuticals ,[Promethazine Hydrochloride]
,Arromin,Indobangla Pharmaceuticals,[Promethazine Hydrochloride]
,Flumin,Cosmic Chemical Industries ,[Promethazine Hydrochloride]
,Histaphen,Seema Pharmaceuticals ,[Promethazine Hydrochloride]
,Histavil,Pacific Pharmaceuticals ,[Promethazine Hydrochloride]
,Histerzin,Edruc ,[Promethazine Hydrochloride]
,Histin,Apollo Pharmaceutical Laboratories ,[Promethazine Hydrochloride]
,Melin,North Bengal Pharmaceuticals ,[Promethazine Hydrochloride]
,Mitargan,Millat Pharmaceuticals ,[Promethazine Hydrochloride]
,Otosil,Opsonin Pharma ,[Promethazine Hydrochloride]
,Phenerex,Jayson Pharmaceuticals ,[Promethazine Hydrochloride]
,Phenergan,Sanofi Aventis,[Promethazine Hydrochloride]
,Progan,Ambee Pharmaceuticals ,[Promethazine Hydrochloride]
,Promalex M,Modern Pharmaceuticals ,[Promethazine Hydrochloride]
,Promargan,GA Company ,[Promethazine Hydrochloride]
,Promestin,Pharmadesh Laboratories ,[Promethazine Hydrochloride]
,Promezin,Beximco Pharmaceuticals ,[Promethazine Hydrochloride]
,Promodin,Chemist Laboratories ,[Promethazine Hydrochloride]
,Prozine,Zenith Pharmaceuticals ,[Promethazine Hydrochloride]
,Avomine,Sanofi Aventis,[Promethazine Theoclate]
,Rythmosin,Unimed & Unihealth Manufacturers ,[Propafenone Hydrochloride]
,Prokind,Beacon Pharmaceuticals ,[Propantheline Bromide]
,Propanthene,GA Company ,[Propantheline Bromide]
,Procain,Aristopharma ,[Proparacaine Hydrochloride 0.5%]
,Diprivan 1%,Astrazeneca Pharmaceutical,[Propofol]
